Unnamed: 0,카페명,평점,주소,리뷰수,리뷰,위도,경도
0,카페바리에,4.39,광주 동구 서석로7번길 14,165,"시금치 피자와 국물 파스타를 먹고 싶다면 이곳으로! 시금치피자 존맛탱 좋아요 엄청 감동적인 맛집은 아니었어요^^;; 기대가 커서 그
런가... 대표 메뉴인 베이컨 시금치 피자는 도우는 쫄
깃쫄깃한데~~ 그닥 특색 있는지는 모르겠어요... 시금치 피자는 무조건 먹어야져 바베큐 라이스는 간
이 좀 심심했지만 그래도 나름의 건강한 맛이라 좋았
어요 뚝배기 파스타도 국물이 얼큰하니 맛납니당 역시시금치 피자 맛있어요 좋아요 좋아요 굿 맛집 인정! 가격은 조금 나가는 편 좋아요 항상 맛있어요 좋아요 맛있어요 굿굿 식전빵도 맛있구요 음식 다 맛있어요~ 시금치 피자 너무 맛있고 분위기도 너무좋고 직원분들도 친절해요!!!! 알리어올리어는 저금 짜지만  마ㅅ있다 음식도 다 맛있고 친절해요! 시금치피자👍 ⁸ 항상 맛있어요 좋아요 맛있어요 굿굿 식전빵도 맛있구요 음식 다 맛있어요~ 시금치 피자 너무 맛있고 분위기도 너무좋고 직원분들도 친절해요!!!! 알리어올리어는 저금 짜지만  마ㅅ있다 음식도 다 맛있고 친절해요! 시금치피자👍 ⁸ 항상 맛있어요 좋아요 맛있어요 굿굿 식전빵도 맛있구요 음식 다 맛있어요~ 시금치 피자 너무 맛있고 분위기도 너무좋고 직원분들도 친절해요!!!! 알리어올리어는 저금 짜지만  마ㅅ있다 음식도 다 맛있고 친절해요! 시금치피자👍 ⁸ 맛있어요 맛있고 좋아요 시금치 피자 좋아하는데 이번에는 안 
먹엇어요ㅠ 다른거 먹엇는데 맛잇고 식사 후 커피 마
시면 할인이 되면 좋겠어요 퓨 시금치피자 사랑해... 시금치 피자 존마탱! 커피왜 육각이죠? 시금치피자 맛집~~ 조아요 가격 너무 좋아요 좋아요 시금치피자 마싯 양 왜케작음?? 시금치 피자 질리지가 않아요 맛있어요 맛있고 좋아요 시금치 피자 좋아하는데 이번에는 안 
먹엇어요ㅠ 다른거 먹엇는데 맛잇고 식사 후 커피 마
시면 할인이 되면 좋겠어요 퓨 시금치피자 사랑해... 시금치 피자 존마탱! 커피왜 육각이죠? 시금치피자 맛집~~ 조아요 가격 너무 좋아요 좋아요 시금치피자 마싯 양 왜케작음?? 시금치 피자 질리지가 않아요 맛있어요 맛있고 좋아요 시금치 피자 좋아하는데 이번에는 안 
먹엇어요ㅠ 다른거 먹엇는데 맛잇고 식사 후 커피 마
시면 할인이 되면 좋겠어요 퓨 시금치피자 사랑해... 시금치 피자 존마탱! 커피왜 육각이죠? 시금치피자 맛집~~ 조아요 가격 너무 좋아요 좋아요 시금치피자 마싯 양 왜케작음?? 시금치 피자 질리지가 않아요 맛있어요 맛있고 좋아요 시금치 피자 좋아하는데 이번에는 안 
먹엇어요ㅠ 다른거 먹엇는데 맛잇고 식사 후 커피 마
시면 할인이 되면 좋겠어요 퓨 시금치피자 사랑해... 시금치 피자 존마탱! 커피왜 육각이죠? 시금치피자 맛집~~ 조아요 가격 너무 좋아요 좋아요 시금치피자 마싯 양 왜케작음?? 시금치 피자 질리지가 않아요 맛남 언제나 딱기대만큼입니다 좋아요 좋아요 맛있어요 매우만족  맛있어요!! 시금치피자 맛있어요 처음 방문했는데 음식이 너무 별로네요 수요미식회 
방영되고 별점도 많고 해서 방문했는데  너무 실망이
네요 음식을 먹고 베이컨을보니 베이컨 위에 ... 바리에는
늘맛있어요 언제나와서먹는곳이에요 존맛탱이요! 맛남 언제나 딱기대만큼입니다 좋아요 좋아요 맛있어요 매우만족  맛있어요!! 시금치피자 맛있어요 처음 방문했는데 음식이 너무 별로네요 수요미식회 
방영되고 별점도 많고 해서 방문했는데  너무 실망이
네요 음식을 먹고 베이컨을보니 베이컨 위에 ... 바리에는
늘맛있어요 언제나와서먹는곳이에요 존맛탱이요! 맛남 언제나 딱기대만큼입니다 좋아요 좋아요 맛있어요 매우만족  맛있어요!! 시금치피자 맛있어요 처음 방문했는데 음식이 너무 별로네요 수요미식회 
방영되고 별점도 많고 해서 방문했는데  너무 실망이
네요 음식을 먹고 베이컨을보니 베이컨 위에 ... 바리에는
늘맛있어요 언제나와서먹는곳이에요 존맛탱이요! 맛남 언제나 딱기대만큼입니다 좋아요 좋아요 맛있어요 매우만족  맛있어요!! 시금치피자 맛있어요 처음 방문했는데 음식이 너무 별로네요 수요미식회 
방영되고 별점도 많고 해서 방문했는데  너무 실망이
네요 음식을 먹고 베이컨을보니 베이컨 위에 ... 바리에는
늘맛있어요 언제나와서먹는곳이에요 존맛탱이요! 시금치피자 맛이 좋아요~ㅎㅎ 커피맛 예술~
 돼지바베큐라이스는 생각보다 고기가 부드러워서 놀
랐고 밥도 흑미밥이라서 좋았다 ㅎㅎ 봉골레 파스타
가 약간 싱겁긴 했지만 맛있었다!! 분위기도 좋... 스테이크 라이스 좋아해요. 시금치 피자가 맛있는 곳! 카페라떼,자몽에이드 먹었는대ㅎ자몽에이드 짱짱  맛있어요ㅎ 시내갈때마다 갈뜻 시금치피자 맛있어요 진짜 맛있어요 맛도 분위기도 서비스도 만족스러웟어요~ 가격이 좀 더 저렴하면 좋겟지만ㅋㅋ 해물파스타 생각나는맛구요
화덕피자광주에서젤맛있는것같아요 시금치피자 맛이 좋아요~ㅎㅎ 커피맛 예술~
 돼지바베큐라이스는 생각보다 고기가 부드러워서 놀
랐고 밥도 흑미밥이라서 좋았다 ㅎㅎ 봉골레 파스타
가 약간 싱겁긴 했지만 맛있었다!! 분위기도 좋... 스테이크 라이스 좋아해요. 시금치 피자가 맛있는 곳! 카페라떼,자몽에이드 먹었는대ㅎ자몽에이드 짱짱  맛있어요ㅎ 시내갈때마다 갈뜻 시금치피자 맛있어요 진짜 맛있어요 맛도 분위기도 서비스도 만족스러웟어요~ 가격이 좀 더 저렴하면 좋겟지만ㅋㅋ 해물파스타 생각나는맛구요
화덕피자광주에서젤맛있는것같아요 시금치피자 맛이 좋아요~ㅎㅎ 커피맛 예술~
 돼지바베큐라이스는 생각보다 고기가 부드러워서 놀
랐고 밥도 흑미밥이라서 좋았다 ㅎㅎ 봉골레 파스타
가 약간 싱겁긴 했지만 맛있었다!! 분위기도 좋... 스테이크 라이스 좋아해요. 시금치 피자가 맛있는 곳! 카페라떼,자몽에이드 먹었는대ㅎ자몽에이드 짱짱  맛있어요ㅎ 시내갈때마다 갈뜻 시금치피자 맛있어요 진짜 맛있어요 맛도 분위기도 서비스도 만족스러웟어요~ 가격이 좀 더 저렴하면 좋겟지만ㅋㅋ 해물파스타 생각나는맛구요
화덕피자광주에서젤맛있는것같아요 시금치피자 맛이 좋아요~ㅎㅎ 커피맛 예술~
 돼지바베큐라이스는 생각보다 고기가 부드러워서 놀
랐고 밥도 흑미밥이라서 좋았다 ㅎㅎ 봉골레 파스타
가 약간 싱겁긴 했지만 맛있었다!! 분위기도 좋... 스테이크 라이스 좋아해요. 시금치 피자가 맛있는 곳! 카페라떼,자몽에이드 먹었는대ㅎ자몽에이드 짱짱  맛있어요ㅎ 시내갈때마다 갈뜻 시금치피자 맛있어요 진짜 맛있어요 맛도 분위기도 서비스도 만족스러웟어요~ 가격이 좀 더 저렴하면 좋겟지만ㅋㅋ 해물파스타 생각나는맛구요
화덕피자광주에서젤맛있는것같아요 시금치피자 맛이 좋아요~ㅎㅎ 커피맛 예술~
 돼지바베큐라이스는 생각보다 고기가 부드러워서 놀
랐고 밥도 흑미밥이라서 좋았다 ㅎㅎ 봉골레 파스타
가 약간 싱겁긴 했지만 맛있었다!! 분위기도 좋... 스테이크 라이스 좋아해요. 시금치 피자가 맛있는 곳! 카페라떼,자몽에이드 먹었는대ㅎ자몽에이드 짱짱  맛있어요ㅎ 시내갈때마다 갈뜻 시금치피자 맛있어요 진짜 맛있어요 맛도 분위기도 서비스도 만족스러웟어요~ 가격이 좀 더 저렴하면 좋겟지만ㅋㅋ 해물파스타 생각나는맛구요
화덕피자광주에서젤맛있는것같아요 ",35.146139762915,126.914167789581
1,퀸즈퀸즈,4.42,광주 광산구 풍영로200번길 75 1층 퀸즈퀸즈,34,"굿 딸기철에 생각나는 퀸즈퀸즈 딸기케이크
올해도 잊지않고 사무그러 왓숨당~~ 굿 굿 좋아요 굳 달달하고 맛있는 디저트  쵝오! 포장도 꼼꼼히해주네요
오후에 가니 종류가 별로 없어요 직원분이 친절해요 맛있어요! 맛있어요 초딩 아들이 엄마아빠의 결혼기념일을 위해 인터네
ㅅ으로 예약하고 준비해왔어요.예전에 한번 먹어보
긴했는데 좀 비싸지만 생과일이 듬뿍 올라가... 다 고급이라 가격도 엄청고급😂 좋아요 타르트 케이크 예약해 먹었는데 인생 타르트 되었어요 ! 타르트 케이크 진짜 맛있어요 맛있어요 초딩 아들이 엄마아빠의 결혼기념일을 위해 인터네
ㅅ으로 예약하고 준비해왔어요.예전에 한번 먹어보
긴했는데 좀 비싸지만 생과일이 듬뿍 올라가... 다 고급이라 가격도 엄청고급😂 좋아요 타르트 케이크 예약해 먹었는데 인생 타르트 되었어요 ! 타르트 케이크 진짜 맛있어요 맛있어요 초딩 아들이 엄마아빠의 결혼기념일을 위해 인터네
ㅅ으로 예약하고 준비해왔어요.예전에 한번 먹어보
긴했는데 좀 비싸지만 생과일이 듬뿍 올라가... 다 고급이라 가격도 엄청고급😂 좋아요 타르트 케이크 예약해 먹었는데 인생 타르트 되었어요 ! 타르트 케이크 진짜 맛있어요 맛있어요 초딩 아들이 엄마아빠의 결혼기념일을 위해 인터네
ㅅ으로 예약하고 준비해왔어요.예전에 한번 먹어보
긴했는데 좀 비싸지만 생과일이 듬뿍 올라가... 다 고급이라 가격도 엄청고급😂 좋아요 타르트 케이크 예약해 먹었는데 인생 타르트 되었어요 ! 타르트 케이크 진짜 맛있어요 ",35.189862356667,126.818321904969
2,르시엘블루,4.27,광주 서구 상무대로 718,79,"파스타, 올킬 볶음밥, 피자 다 맛있어요 피자 파스타 모두 맛있어요 잘 먹고왔습니다:) 리조또랑 스파게티 커피 다 맛있네요 르시엘 짱 맛있음. 건강한 맛은 아님. 테이블 좌석 먼지 많음. 회전율이 빠르다. 친절하다. 사람 적당히 많음 음 별로였어요 돈아까웠음 먹고 나서 맛이 조금 변한듯 너무맛있습니다
치킨샐러드 강추영 좋아요 맛있어요 맛있어~~^^ 너무 맛있어요~ 비싼데 맛있어요 좋아요 버섯크림파스타.올킬 짱 맛디뎌요.
조아용 피자별로.. 주차공간 넓어서 좋고 파스타 맛있어용 특히 직원분들이 정말 친절하심 와보고 싶던 곳인데 드디어 와봤네요!!!!! 오픈하자마
자 갔는데 사람 계속 와서 놀랬어요 ㅋㅋㅋㅋㅋ 맛집
인정.. !! 피자가 찐이에요 찐 ~~~~~ 치즈 좋은... 좋아요 맛있어요 맛있어~~^^ 너무 맛있어요~ 비싼데 맛있어요 좋아요 버섯크림파스타.올킬 짱 맛디뎌요.
조아용 피자별로.. 주차공간 넓어서 좋고 파스타 맛있어용 특히 직원분들이 정말 친절하심 와보고 싶던 곳인데 드디어 와봤네요!!!!! 오픈하자마
자 갔는데 사람 계속 와서 놀랬어요 ㅋㅋㅋㅋㅋ 맛집
인정.. !! 피자가 찐이에요 찐 ~~~~~ 치즈 좋은... 좋아요 맛있어요 맛있어~~^^ 너무 맛있어요~ 비싼데 맛있어요 좋아요 버섯크림파스타.올킬 짱 맛디뎌요.
조아용 피자별로.. 주차공간 넓어서 좋고 파스타 맛있어용 특히 직원분들이 정말 친절하심 와보고 싶던 곳인데 드디어 와봤네요!!!!! 오픈하자마
자 갔는데 사람 계속 와서 놀랬어요 ㅋㅋㅋㅋㅋ 맛집
인정.. !! 피자가 찐이에요 찐 ~~~~~ 치즈 좋은... 맛있어요  맛있어요 좋아요  좋아요 분위기좋네요 맛있어요 맛있고 비싸요 파스타 맛있는곳. 맛있어요 정말맛있어요 맛있어요  맛있어요 좋아요  좋아요 분위기좋네요 맛있어요 맛있고 비싸요 파스타 맛있는곳. 맛있어요 정말맛있어요 맛있어요  맛있어요 좋아요  좋아요 분위기좋네요 맛있어요 맛있고 비싸요 파스타 맛있는곳. 맛있어요 정말맛있어요 맛있어요  맛있어요 좋아요  좋아요 분위기좋네요 맛있어요 맛있고 비싸요 파스타 맛있는곳. 맛있어요 정말맛있어요 ",35.1433863178319,126.842755425795
